drugname,total_reports,death_rate_pct,outcome,report_count
ARIKAYCE,1125.0,14.04,Hospitalization,458.0
RYBELSUS,1122.0,2.85,Hospitalization,292.0
NOVOLOG,1120.0,4.73,Hospitalization,294.0
XPHOZAH,1117.0,15.85,Hospitalization,226.0
ERLEADA,1113.0,10.87,Hospitalization,226.0
LENVATINIB,1111.0,8.91,Hospitalization,568.0
BRUKINSA,1101.0,8.9,Hospitalization,238.0
AMIODARONE,1095.0,9.86,Hospitalization,351.0
ZEPOSIA,1088.0,2.02,Hospitalization,68.0
METRONIDAZOLE,1085.0,6.45,Hospitalization,304.0
OPZELURA,1079.0,0.09,Hospitalization,31.0
FUROSEMIDE,1073.0,7.92,Hospitalization,516.0
ZYRTEC,1064.0,0.19,Hospitalization,3.0
SLYND,1063.0,0.0,Hospitalization,4.0
QUETIAPINE FUMARATE,1063.0,12.23,Hospitalization,318.0
RUCONEST,1053.0,0.19,Hospitalization,176.0
KEPPRA,1053.0,1.52,Hospitalization,168.0
OXYCONTIN,1053.0,24.98,Hospitalization,100.0
ESCITALOPRAM,1052.0,7.51,Hospitalization,258.0
GUSELKUMAB,1042.0,0.19,Hospitalization,21.0
ADEMPAS,1042.0,31.38,Hospitalization,337.0
AZACITIDINE,1038.0,33.43,Hospitalization,226.0
TOUJEO,1034.0,0.48,Hospitalization,61.0
DUPIXENT,125677.0,0.38,Life-Threatening,85.0
VEDOLIZUMAB,48278.0,1.29,Life-Threatening,167.0
ZEPBOUND,30098.0,0.17,Life-Threatening,42.0
MOUNJARO,27901.0,1.0,Life-Threatening,500.0
SKYRIZI,19963.0,3.63,Life-Threatening,52.0
RINVOQ,15046.0,4.11,Life-Threatening,104.0
ORGOVYX,14813.0,2.85,Life-Threatening,7.0
OZEMPIC,14766.0,1.32,Life-Threatening,223.0
REVLIMID,13432.0,5.59,Life-Threatening,83.0
HUMIRA,11402.0,6.37,Life-Threatening,58.0
LENALIDOMIDE,10962.0,7.48,Life-Threatening,212.0
NUPLAZID,10582.0,19.22,Life-Threatening,10.0
BIMZELX,10225.0,0.4,Life-Threatening,13.0
GENOTROPIN,10000.0,0.21,Life-Threatening,7.0
HUMAN IMMUNOGLOBULIN G,9696.0,6.1,Life-Threatening,88.0
POMALYST,8464.0,7.44,Life-Threatening,42.0
RITUXIMAB,8373.0,16.31,Life-Threatening,437.0
ORENCIA,8264.0,4.5,Life-Threatening,318.0
DAPAGLIFLOZIN,8019.0,38.38,Life-Threatening,242.0
CIMZIA,7893.0,2.53,Life-Threatening,34.0
KEYTRUDA,7675.0,19.4,Life-Threatening,364.0
ACETAMINOPHEN,7539.0,23.89,Life-Threatening,759.0
ALBUTEROL SULFATE,7409.0,0.2,Life-Threatening,15.0
TEDUGLUTIDE,7346.0,6.34,Life-Threatening,117.0
METHOTREXATE,7236.0,10.95,Life-Threatening,523.0
NEMLUVIO,6946.0,0.71,Life-Threatening,1.0
REPATHA,6903.0,2.65,Life-Threatening,34.0
ELIQUIS,6716.0,14.55,Life-Threatening,137.0
PREDNISONE,6660.0,14.35,Life-Threatening,357.0
TYVASO DPI,6498.0,2.91,Life-Threatening,57.0
SPRAVATO,6469.0,2.41,Life-Threatening,68.0
LANTUS SOLOSTAR,6408.0,0.17,Life-Threatening,1.0
CORTICOTROPIN,6358.0,1.65,Life-Threatening,4.0
TYMLOS,6287.0,1.26,Life-Threatening,6.0
COSENTYX,6172.0,7.29,Life-Threatening,122.0
JAKAFI,6171.0,7.08,Life-Threatening,14.0
REMODULIN,5964.0,4.64,Life-Threatening,89.0
ELIGARD,5844.0,14.25,Life-Threatening,4.0
TREMFYA,5681.0,1.25,Life-Threatening,19.0
MYCOPHENOLATE MOFETIL,5676.0,14.62,Life-Threatening,463.0
CARBOPLATIN,5619.0,12.01,Life-Threatening,558.0
TISLELIZUMAB,5583.0,0.52,Life-Threatening,243.0
NUCALA,5563.0,2.12,Life-Threatening,26.0
ADALIMUMAB,5417.0,12.04,Life-Threatening,180.0
WEGOVY,5276.0,0.66,Life-Threatening,90.0
XELJANZ XR,5243.0,1.64,Life-Threatening,24.0
CABOMETYX,5233.0,5.03,Life-Threatening,43.0
IBRANCE,5179.0,10.74,Life-Threatening,32.0
TACROLIMUS,5147.0,12.98,Life-Threatening,422.0
XOLAIR,5086.0,0.92,Life-Threatening,93.0
TYLENOL,4981.0,0.92,Life-Threatening,10.0
INFLIXIMAB,4638.0,4.05,Life-Threatening,135.0
OCREVUS,4572.0,2.01,Life-Threatening,58.0
BENLYSTA,4541.0,0.7,Life-Threatening,17.0
ATORVASTATIN,4512.0,3.81,Life-Threatening,270.0
FINASTERIDE,4420.0,2.17,Life-Threatening,151.0
SIMPONI,4419.0,1.45,Life-Threatening,22.0
CLOZARIL,4413.0,20.24,Life-Threatening,56.0
TRULICITY,4339.0,1.06,Life-Threatening,46.0
LEVETIRACETAM,4253.0,4.21,Life-Threatening,292.0
CREON,4211.0,9.4,Life-Threatening,2.0
KEVZARA,4207.0,1.85,Life-Threatening,22.0
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,4183.0,6.65,Life-Threatening,42.0
KESIMPTA,4162.0,1.59,Life-Threatening,96.0
IBUPROFEN,4159.0,4.3,Life-Threatening,375.0
TYVASO,4114.0,6.27,Life-Threatening,36.0
CLOZAPINE,4085.0,14.91,Life-Threatening,324.0
ULTOMIRIS,4018.0,9.81,Life-Threatening,39.0
HUMALOG,3909.0,0.72,Life-Threatening,21.0
INFLECTRA,3898.0,1.56,Life-Threatening,23.0
DEXAMETHASONE,3854.0,12.9,Life-Threatening,375.0
STELARA,3850.0,1.97,Life-Threatening,40.0
METFORMIN,3812.0,10.49,Life-Threatening,720.0
BEVACIZUMAB,3700.0,19.68,Life-Threatening,138.0
CARBIDOPA\LEVODOPA,3658.0,33.41,Life-Threatening,23.0
MIRENA,3573.0,0.11,Life-Threatening,34.0
VENCLEXTA,3493.0,30.52,Life-Threatening,13.0
PLUVICTO,3478.0,9.03,Life-Threatening,13.0
SERTRALINE,3456.0,5.15,Life-Threatening,771.0
TYSABRI,3410.0,4.19,Life-Threatening,38.0
OXALIPLATIN,3388.0,10.24,Life-Threatening,349.0
REMICADE,3329.0,3.09,Life-Threatening,61.0
CERTOLIZUMAB PEGOL,3308.0,2.33,Life-Threatening,30.0
OSIMERTINIB,3302.0,40.31,Life-Threatening,27.0
PARAGARD T 380A,3287.0,0.09,Life-Threatening,8.0
EMGALITY,3277.0,0.18,Life-Threatening,8.0
ENBREL,3258.0,5.22,Life-Threatening,40.0
LENVIMA,3245.0,6.59,Life-Threatening,88.0
TRELEGY ELLIPTA,3151.0,4.79,Life-Threatening,5.0
PREGABALIN,3136.0,11.19,Life-Threatening,241.0
ORENITRAM,3128.0,2.43,Life-Threatening,31.0
OMNITROPE,3053.0,0.39,Life-Threatening,2.0
GABAPENTIN,2974.0,10.02,Life-Threatening,178.0
ALBUTEROL,2973.0,2.76,Life-Threatening,69.0
XYWAV,2945.0,0.54,Life-Threatening,24.0
PEMBROLIZUMAB,2938.0,12.76,Life-Threatening,139.0
BOTOX,2931.0,10.92,Life-Threatening,28.0
EPIDIOLEX,2929.0,16.32,Life-Threatening,22.0
METHOTREXATE SODIUM,2898.0,4.87,Life-Threatening,179.0
PROLIA,2872.0,17.79,Life-Threatening,27.0
TALTZ,2840.0,1.65,Life-Threatening,16.0
AMLODIPINE,2835.0,9.1,Life-Threatening,504.0
BREZTRI,2817.0,4.54,Life-Threatening,18.0
OLANZAPINE,2817.0,7.06,Life-Threatening,397.0
FILSPARI,2784.0,0.54,Life-Threatening,1.0
XELJANZ,2776.0,3.42,Life-Threatening,28.0
OPDIVO,2760.0,20.54,Life-Threatening,183.0
ACTEMRA,2749.0,9.6,Life-Threatening,36.0
IMBRUVICA,2741.0,16.6,Life-Threatening,43.0
DAYBUE,2733.0,0.51,Life-Threatening,11.0
FOSCARBIDOPA\FOSLEVODOPA,2718.0,17.26,Life-Threatening,22.0
OFEV,2673.0,19.72,Life-Threatening,54.0
OTEZLA,2672.0,2.17,Life-Threatening,7.0
PAXLOVID,2663.0,1.35,Life-Threatening,45.0
KISQALI,2661.0,11.39,Life-Threatening,142.0
PREDNISOLONE,2629.0,12.02,Life-Threatening,172.0
VERZENIO,2613.0,4.4,Life-Threatening,17.0
PACLITAXEL,2521.0,7.3,Life-Threatening,270.0
BIMEKIZUMAB,2512.0,1.07,Life-Threatening,28.0
AYVAKIT,2423.0,2.02,Life-Threatening,1.0
SOLIRIS,2420.0,17.27,Life-Threatening,37.0
ARIPIPRAZOLE,2377.0,7.15,Life-Threatening,179.0
FENFLURAMINE,2373.0,0.0,Life-Threatening,27.0
XOLAIR PFS,2373.0,1.31,Life-Threatening,11.0
HEMLIBRA,2360.0,4.19,Life-Threatening,20.0
CYCLOSPORINE,2357.0,14.59,Life-Threatening,127.0
DURVALUMAB,2353.0,39.91,Life-Threatening,104.0
CONTRAVE,2350.0,0.09,Life-Threatening,2.0
CYCLOPHOSPHAMIDE,2341.0,15.85,Life-Threatening,213.0
ESTRADIOL,2341.0,0.21,Life-Threatening,17.0
APIXABAN,2291.0,11.35,Life-Threatening,204.0
JARDIANCE,2227.0,4.63,Life-Threatening,158.0
TRASTUZUMAB,2222.0,10.08,Life-Threatening,77.0
ISOTRETINOIN,2203.0,0.59,Life-Threatening,16.0
DEPO-PROVERA,2177.0,0.46,Life-Threatening,30.0
ENHERTU,2176.0,28.86,Life-Threatening,46.0
IMFINZI,2176.0,34.19,Life-Threatening,137.0
BENRALIZUMAB,2172.0,16.57,Life-Threatening,40.0
QUETIAPINE,2140.0,10.75,Life-Threatening,318.0
IDURSULFASE,2127.0,6.96,Life-Threatening,78.0
VYEPTI,2122.0,0.85,Life-Threatening,9.0
VUMERITY,2119.0,3.82,Life-Threatening,22.0
FENTANYL,2104.0,55.23,Life-Threatening,129.0
TECENTRIQ,2103.0,37.33,Life-Threatening,56.0
NEULASTA,2081.0,1.2,Life-Threatening,3.0
MAVENCLAD,2062.0,1.36,Life-Threatening,13.0
ADVATE,2049.0,0.54,Life-Threatening,13.0
OLAPARIB,2023.0,23.63,Life-Threatening,21.0
CAPECITABINE,2020.0,13.76,Life-Threatening,164.0
TOLVAPTAN,2018.0,11.5,Life-Threatening,14.0
PONATINIB,2014.0,13.46,Life-Threatening,21.0
ROSUVASTATIN,2013.0,1.79,Life-Threatening,142.0
EVENITY,2012.0,4.08,Life-Threatening,34.0
FASENRA,2002.0,7.14,Life-Threatening,19.0
VENETOCLAX,1977.0,21.24,Life-Threatening,65.0
ICATIBANT,1974.0,0.61,Life-Threatening,187.0
TAGRISSO,1968.0,19.16,Life-Threatening,54.0
ENTYVIO,1964.0,2.19,Life-Threatening,26.0
FRUQUINTINIB,1961.0,36.82,Life-Threatening,14.0
CARVYKTI,1932.0,9.11,Life-Threatening,18.0
VYNDAMAX,1916.0,28.81,Life-Threatening,9.0
TEZSPIRE,1877.0,3.62,Life-Threatening,37.0
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,1858.0,63.83,Life-Threatening,18.0
XCOPRI,1841.0,1.9,Life-Threatening,16.0
RISANKIZUMAB,1837.0,0.49,Life-Threatening,10.0
ADBRY,1826.0,1.48,Life-Threatening,7.0
ACALABRUTINIB,1816.0,12.44,Life-Threatening,19.0
CIPROFLOXACIN,1788.0,4.19,Life-Threatening,97.0
LANADELUMAB,1781.0,2.41,Life-Threatening,62.0
VENLAFAXINE,1767.0,9.68,Life-Threatening,245.0
ZOLEDRONIC ACID,1759.0,4.43,Life-Threatening,56.0
DOXORUBICIN,1755.0,16.18,Life-Threatening,133.0
OPSUMIT,1746.0,14.09,Life-Threatening,7.0
BORTEZOMIB,1719.0,13.21,Life-Threatening,95.0
TREPROSTINIL,1706.0,15.47,Life-Threatening,17.0
HIZENTRA,1703.0,7.93,Life-Threatening,20.0
BASAGLAR,1687.0,0.47,Life-Threatening,2.0
VANCOMYCIN,1687.0,17.49,Life-Threatening,195.0
YERVOY,1676.0,29.12,Life-Threatening,122.0
DOCETAXEL,1667.0,13.5,Life-Threatening,99.0
AMBRISENTAN,1666.0,15.13,Life-Threatening,13.0
VOLTAREN ARTHRITIS PAIN,1659.0,0.66,Life-Threatening,1.0
LAMOTRIGINE,1650.0,7.52,Life-Threatening,192.0
RAMIPRIL,1647.0,1.52,Life-Threatening,87.0
LEQVIO,1632.0,3.37,Life-Threatening,24.0
LETROZOLE,1626.0,5.47,Life-Threatening,73.0
MINOXIDIL,1620.0,0.0,Life-Threatening,14.0
MEPOLIZUMAB,1619.0,7.6,Life-Threatening,38.0
GLASSIA,1608.0,7.15,Life-Threatening,13.0
PADCEV,1605.0,19.0,Life-Threatening,38.0
STRENSIQ,1598.0,1.44,Life-Threatening,14.0
DICLOFENAC,1596.0,15.23,Life-Threatening,112.0
VABYSMO,1590.0,10.63,Life-Threatening,9.0
MIRALAX,1578.0,0.38,Life-Threatening,1.0
DOXYCYCLINE,1569.0,5.8,Life-Threatening,85.0
OMEPRAZOLE,1568.0,4.85,Life-Threatening,76.0
TAVNEOS,1563.0,12.8,Life-Threatening,28.0
FLUOROURACIL,1554.0,7.79,Life-Threatening,112.0
PALYNZIQ,1540.0,0.32,Life-Threatening,38.0
CITALOPRAM,1532.0,50.39,Life-Threatening,116.0
OXYCODONE HYDROCHLORIDE,1528.0,23.17,Life-Threatening,64.0
CLOPIDOGREL,1527.0,10.67,Life-Threatening,151.0
TRAMADOL,1519.0,19.42,Life-Threatening,126.0
COBENFY,1518.0,1.25,Life-Threatening,9.0
AIMOVIG,1516.0,5.08,Life-Threatening,14.0
RUXIENCE,1516.0,6.73,Life-Threatening,27.0
GEMTESA,1500.0,6.07,Life-Threatening,1.0
LEQEMBI,1498.0,4.74,Life-Threatening,8.0
HYRIMOZ,1496.0,4.75,Life-Threatening,20.0
PANTOPRAZOLE,1494.0,7.97,Life-Threatening,160.0
AZITHROMYCIN,1491.0,7.65,Life-Threatening,116.0
CABENUVA,1477.0,1.9,Life-Threatening,8.0
ENTRESTO,1470.0,8.84,Life-Threatening,48.0
SYMBICORT,1466.0,1.36,Life-Threatening,52.0
GEMCITABINE,1465.0,13.24,Life-Threatening,83.0
FULVESTRANT,1456.0,14.08,Life-Threatening,65.0
RUXOLITINIB,1452.0,15.36,Life-Threatening,119.0
KISUNLA,1445.0,2.21,Life-Threatening,25.0
CAMZYOS,1416.0,2.97,Life-Threatening,19.0
AMOXICILLIN,1415.0,2.47,Life-Threatening,101.0
VYALEV,1402.0,7.85,Life-Threatening,4.0
XARELTO,1396.0,5.87,Life-Threatening,59.0
IXAZOMIB,1393.0,21.32,Life-Threatening,7.0
TRUVADA,1388.0,0.5,Life-Threatening,3.0
ALPRAZOLAM,1387.0,19.83,Life-Threatening,147.0
VELAGLUCERASE ALFA,1383.0,4.77,Life-Threatening,22.0
AVASTIN,1383.0,28.2,Life-Threatening,17.0
TRIKAFTA,1375.0,2.55,Life-Threatening,14.0
UBLITUXIMAB,1364.0,0.81,Life-Threatening,1.0
INVEGA SUSTENNA,1358.0,1.25,Life-Threatening,15.0
AVONEX,1343.0,3.87,Life-Threatening,9.0
BOTOX COSMETIC,1339.0,0.07,Life-Threatening,2.0
RYBREVANT,1334.0,7.12,Life-Threatening,24.0
RILPIVIRINE,1332.0,1.05,Life-Threatening,11.0
NEXPLANON,1326.0,0.15,Life-Threatening,17.0
SYNTHROID,1317.0,21.94,Life-Threatening,16.0
RISPERIDONE,1313.0,5.86,Life-Threatening,105.0
FARXIGA,1309.0,18.26,Life-Threatening,25.0
MIRTAZAPINE,1305.0,10.27,Life-Threatening,112.0
OMALIZUMAB,1303.0,1.23,Life-Threatening,39.0
QINLOCK,1302.0,6.37,Life-Threatening,3.0
LEVOFLOXACIN,1299.0,5.47,Life-Threatening,84.0
LYNPARZA,1294.0,13.6,Life-Threatening,44.0
ESTRADIOL TRANSDERMAL SYSTEM,1279.0,0.0,Life-Threatening,1.0
DUPILUMAB,1278.0,2.27,Life-Threatening,12.0
TAVALISSE,1269.0,6.78,Life-Threatening,5.0
WINREVAIR,1261.0,3.89,Life-Threatening,12.0
LANTUS,1259.0,0.64,Life-Threatening,8.0
LINEZOLID,1257.0,9.86,Life-Threatening,120.0
TADALAFIL,1251.0,11.99,Life-Threatening,26.0
TERIPARATIDE,1238.0,3.23,Life-Threatening,5.0
AJOVY,1238.0,1.45,Life-Threatening,8.0
EZETIMIBE,1236.0,1.54,Life-Threatening,55.0
VOQUEZNA,1229.0,2.69,Life-Threatening,1.0
IMATINIB,1227.0,7.25,Life-Threatening,57.0
XYREM,1191.0,0.42,Life-Threatening,2.0
DIAZEPAM,1186.0,13.49,Life-Threatening,148.0
NIVOLUMAB,1177.0,14.19,Life-Threatening,113.0
UPADACITINIB,1177.0,1.44,Life-Threatening,23.0
BUPRENORPHINE,1174.0,33.65,Life-Threatening,38.0
TECFIDERA,1163.0,2.06,Life-Threatening,22.0
FINTEPLA,1162.0,1.98,Life-Threatening,9.0
PEMETREXED,1158.0,14.16,Life-Threatening,99.0
RISPERDAL,1151.0,1.91,Life-Threatening,40.0
ACTEMRA ACTPEN,1150.0,4.87,Life-Threatening,1.0
ETOPOSIDE,1149.0,22.63,Life-Threatening,135.0
TEZEPELUMAB,1146.0,13.44,Life-Threatening,18.0
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1140.0,13.6,Life-Threatening,8.0
ARIKAYCE,1125.0,14.04,Life-Threatening,8.0
RYBELSUS,1122.0,2.85,Life-Threatening,19.0
NOVOLOG,1120.0,4.73,Life-Threatening,7.0
XPHOZAH,1117.0,15.85,Life-Threatening,3.0
ERLEADA,1113.0,10.87,Life-Threatening,22.0
LENVATINIB,1111.0,8.91,Life-Threatening,22.0
BRUKINSA,1101.0,8.9,Life-Threatening,32.0
AMIODARONE,1095.0,9.86,Life-Threatening,208.0
ZEPOSIA,1088.0,2.02,Life-Threatening,20.0
METRONIDAZOLE,1085.0,6.45,Life-Threatening,76.0
OPZELURA,1079.0,0.09,Life-Threatening,3.0
FUROSEMIDE,1073.0,7.92,Life-Threatening,69.0
ZYRTEC,1064.0,0.19,Life-Threatening,1.0
QUETIAPINE FUMARATE,1063.0,12.23,Life-Threatening,93.0
RUCONEST,1053.0,0.19,Life-Threatening,2.0
KEPPRA,1053.0,1.52,Life-Threatening,9.0
OXYCONTIN,1053.0,24.98,Life-Threatening,22.0
ESCITALOPRAM,1052.0,7.51,Life-Threatening,169.0
GUSELKUMAB,1042.0,0.19,Life-Threatening,1.0
ADEMPAS,1042.0,31.38,Life-Threatening,3.0
AZACITIDINE,1038.0,33.43,Life-Threatening,81.0
TOUJEO,1034.0,0.48,Life-Threatening,5.0
DUPIXENT,125677.0,0.38,No Outcome Reported,114206.0
VEDOLIZUMAB,48278.0,1.29,No Outcome Reported,632.0
ZEPBOUND,30098.0,0.17,No Outcome Reported,28406.0
MOUNJARO,27901.0,1.0,No Outcome Reported,18768.0
SKYRIZI,19963.0,3.63,No Outcome Reported,3321.0
RINVOQ,15046.0,4.11,No Outcome Reported,2229.0
ORGOVYX,14813.0,2.85,No Outcome Reported,11338.0
OZEMPIC,14766.0,1.32,No Outcome Reported,6904.0
REVLIMID,13432.0,5.59,No Outcome Reported,8049.0
HUMIRA,11402.0,6.37,No Outcome Reported,4036.0
LENALIDOMIDE,10962.0,7.48,No Outcome Reported,4594.0
NUPLAZID,10582.0,19.22,No Outcome Reported,4378.0
BIMZELX,10225.0,0.4,No Outcome Reported,8425.0
GENOTROPIN,10000.0,0.21,No Outcome Reported,9639.0
HUMAN IMMUNOGLOBULIN G,9696.0,6.1,No Outcome Reported,439.0
POMALYST,8464.0,7.44,No Outcome Reported,4504.0
RITUXIMAB,8373.0,16.31,No Outcome Reported,354.0
ORENCIA,8264.0,4.5,No Outcome Reported,5991.0
DAPAGLIFLOZIN,8019.0,38.38,No Outcome Reported,61.0
CIMZIA,7893.0,2.53,No Outcome Reported,4658.0
KEYTRUDA,7675.0,19.4,No Outcome Reported,825.0
ACETAMINOPHEN,7539.0,23.89,No Outcome Reported,833.0
ALBUTEROL SULFATE,7409.0,0.2,No Outcome Reported,7033.0
TEDUGLUTIDE,7346.0,6.34,No Outcome Reported,409.0
METHOTREXATE,7236.0,10.95,No Outcome Reported,293.0
NEMLUVIO,6946.0,0.71,No Outcome Reported,6590.0
REPATHA,6903.0,2.65,No Outcome Reported,4785.0
ELIQUIS,6716.0,14.55,No Outcome Reported,2987.0
PREDNISONE,6660.0,14.35,No Outcome Reported,445.0
TYVASO DPI,6498.0,2.91,No Outcome Reported,4259.0
SPRAVATO,6469.0,2.41,No Outcome Reported,1299.0
LANTUS SOLOSTAR,6408.0,0.17,No Outcome Reported,5960.0
CORTICOTROPIN,6358.0,1.65,No Outcome Reported,3988.0
TYMLOS,6287.0,1.26,No Outcome Reported,4754.0
COSENTYX,6172.0,7.29,No Outcome Reported,2986.0
JAKAFI,6171.0,7.08,No Outcome Reported,3783.0
REMODULIN,5964.0,4.64,No Outcome Reported,3160.0
ELIGARD,5844.0,14.25,No Outcome Reported,4198.0
TREMFYA,5681.0,1.25,No Outcome Reported,4183.0
MYCOPHENOLATE MOFETIL,5676.0,14.62,No Outcome Reported,468.0
CARBOPLATIN,5619.0,12.01,No Outcome Reported,118.0
NUCALA,5563.0,2.12,No Outcome Reported,4449.0
ADALIMUMAB,5417.0,12.04,No Outcome Reported,405.0
WEGOVY,5276.0,0.66,No Outcome Reported,2184.0
XELJANZ XR,5243.0,1.64,No Outcome Reported,3073.0
CABOMETYX,5233.0,5.03,No Outcome Reported,3375.0
IBRANCE,5179.0,10.74,No Outcome Reported,2401.0
TACROLIMUS,5147.0,12.98,No Outcome Reported,449.0
XOLAIR,5086.0,0.92,No Outcome Reported,3419.0
TYLENOL,4981.0,0.92,No Outcome Reported,3743.0
INFLIXIMAB,4638.0,4.05,No Outcome Reported,103.0
OCREVUS,4572.0,2.01,No Outcome Reported,2242.0
BENLYSTA,4541.0,0.7,No Outcome Reported,2723.0
ATORVASTATIN,4512.0,3.81,No Outcome Reported,177.0
FINASTERIDE,4420.0,2.17,No Outcome Reported,2905.0
SIMPONI,4419.0,1.45,No Outcome Reported,1987.0
CLOZARIL,4413.0,20.24,No Outcome Reported,19.0
TRULICITY,4339.0,1.06,No Outcome Reported,2923.0
LEVETIRACETAM,4253.0,4.21,No Outcome Reported,665.0
CREON,4211.0,9.4,No Outcome Reported,517.0
KEVZARA,4207.0,1.85,No Outcome Reported,3188.0
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,4183.0,6.65,No Outcome Reported,558.0
KESIMPTA,4162.0,1.59,No Outcome Reported,1121.0
IBUPROFEN,4159.0,4.3,No Outcome Reported,539.0
TYVASO,4114.0,6.27,No Outcome Reported,2086.0
CLOZAPINE,4085.0,14.91,No Outcome Reported,482.0
ULTOMIRIS,4018.0,9.81,No Outcome Reported,828.0
HUMALOG,3909.0,0.72,No Outcome Reported,3133.0
INFLECTRA,3898.0,1.56,No Outcome Reported,195.0
DEXAMETHASONE,3854.0,12.9,No Outcome Reported,76.0
STELARA,3850.0,1.97,No Outcome Reported,2512.0
METFORMIN,3812.0,10.49,No Outcome Reported,283.0
BEVACIZUMAB,3700.0,19.68,No Outcome Reported,180.0
CARBIDOPA\LEVODOPA,3658.0,33.41,No Outcome Reported,297.0
MIRENA,3573.0,0.11,No Outcome Reported,2753.0
VENCLEXTA,3493.0,30.52,No Outcome Reported,168.0
PLUVICTO,3478.0,9.03,No Outcome Reported,2716.0
SERTRALINE,3456.0,5.15,No Outcome Reported,153.0
TYSABRI,3410.0,4.19,No Outcome Reported,1680.0
OXALIPLATIN,3388.0,10.24,No Outcome Reported,49.0
REMICADE,3329.0,3.09,No Outcome Reported,416.0
CERTOLIZUMAB PEGOL,3308.0,2.33,No Outcome Reported,90.0
OXERVATE,3307.0,0.91,No Outcome Reported,3048.0
OSIMERTINIB,3302.0,40.31,No Outcome Reported,15.0
PARAGARD T 380A,3287.0,0.09,No Outcome Reported,493.0
EMGALITY,3277.0,0.18,No Outcome Reported,2944.0
ENBREL,3258.0,5.22,No Outcome Reported,1816.0
LENVIMA,3245.0,6.59,No Outcome Reported,189.0
TRELEGY ELLIPTA,3151.0,4.79,No Outcome Reported,2351.0
PREGABALIN,3136.0,11.19,No Outcome Reported,253.0
ORENITRAM,3128.0,2.43,No Outcome Reported,1896.0
OMNITROPE,3053.0,0.39,No Outcome Reported,2714.0
GABAPENTIN,2974.0,10.02,No Outcome Reported,680.0
ALBUTEROL,2973.0,2.76,No Outcome Reported,2347.0
XYWAV,2945.0,0.54,No Outcome Reported,78.0
PEMBROLIZUMAB,2938.0,12.76,No Outcome Reported,351.0
BOTOX,2931.0,10.92,No Outcome Reported,1753.0
EPIDIOLEX,2929.0,16.32,No Outcome Reported,62.0
METHOTREXATE SODIUM,2898.0,4.87,No Outcome Reported,552.0
PROLIA,2872.0,17.79,No Outcome Reported,830.0
TALTZ,2840.0,1.65,No Outcome Reported,2239.0
AMLODIPINE,2835.0,9.1,No Outcome Reported,90.0
BREZTRI,2817.0,4.54,No Outcome Reported,2111.0
OLANZAPINE,2817.0,7.06,No Outcome Reported,184.0
FILSPARI,2784.0,0.54,No Outcome Reported,2292.0
XELJANZ,2776.0,3.42,No Outcome Reported,1380.0
OPDIVO,2760.0,20.54,No Outcome Reported,521.0
ACTEMRA,2749.0,9.6,No Outcome Reported,1190.0
IMBRUVICA,2741.0,16.6,No Outcome Reported,99.0
DAYBUE,2733.0,0.51,No Outcome Reported,2023.0
FOSCARBIDOPA\FOSLEVODOPA,2718.0,17.26,No Outcome Reported,157.0
OFEV,2673.0,19.72,No Outcome Reported,444.0
OTEZLA,2672.0,2.17,No Outcome Reported,1963.0
PAXLOVID,2663.0,1.35,No Outcome Reported,2254.0
KISQALI,2661.0,11.39,No Outcome Reported,539.0
PREDNISOLONE,2629.0,12.02,No Outcome Reported,105.0
VERZENIO,2613.0,4.4,No Outcome Reported,1811.0
PACLITAXEL,2521.0,7.3,No Outcome Reported,57.0
BIMEKIZUMAB,2512.0,1.07,No Outcome Reported,105.0
AYVAKIT,2423.0,2.02,No Outcome Reported,1779.0
SOLIRIS,2420.0,17.27,No Outcome Reported,289.0
LUPKYNIS,2417.0,0.37,No Outcome Reported,2003.0
ARIPIPRAZOLE,2377.0,7.15,No Outcome Reported,209.0
FENFLURAMINE,2373.0,0.0,No Outcome Reported,14.0
XOLAIR PFS,2373.0,1.31,No Outcome Reported,1896.0
HEMLIBRA,2360.0,4.19,No Outcome Reported,1600.0
CYCLOSPORINE,2357.0,14.59,No Outcome Reported,212.0
DURVALUMAB,2353.0,39.91,No Outcome Reported,37.0
CONTRAVE,2350.0,0.09,No Outcome Reported,2130.0
CYCLOPHOSPHAMIDE,2341.0,15.85,No Outcome Reported,56.0
ESTRADIOL,2341.0,0.21,No Outcome Reported,1975.0
APIXABAN,2291.0,11.35,No Outcome Reported,118.0
JARDIANCE,2227.0,4.63,No Outcome Reported,895.0
TRASTUZUMAB,2222.0,10.08,No Outcome Reported,26.0
ISOTRETINOIN,2203.0,0.59,No Outcome Reported,1530.0
DEPO-PROVERA,2177.0,0.46,No Outcome Reported,186.0
ENHERTU,2176.0,28.86,No Outcome Reported,377.0
IMFINZI,2176.0,34.19,No Outcome Reported,59.0
BENRALIZUMAB,2172.0,16.57,No Outcome Reported,43.0
QUETIAPINE,2140.0,10.75,No Outcome Reported,52.0
IDURSULFASE,2127.0,6.96,No Outcome Reported,27.0
