drugname,pt,count
ACALABRUTINIB,Death,266
ACALABRUTINIB,Product dose omission issue,195
ACALABRUTINIB,Fall,174
ACALABRUTINIB,Fatigue,159
ACALABRUTINIB,Neuropathy peripheral,98
ACALABRUTINIB,Asthenia,88
ACALABRUTINIB,Dyspnoea,84
ACALABRUTINIB,Pneumonia,78
ACALABRUTINIB,Dizziness,74
ACALABRUTINIB,Diarrhoea,69
ACETAMINOPHEN,Toxicity to various agents,2114
ACETAMINOPHEN,Overdose,1095
ACETAMINOPHEN,Intentional overdose,1063
ACETAMINOPHEN,Acute hepatic failure,667
ACETAMINOPHEN,Vomiting,570
ACETAMINOPHEN,Suicide attempt,475
ACETAMINOPHEN,Liver injury,429
ACETAMINOPHEN,Completed suicide,398
ACETAMINOPHEN,Drug ineffective,373
ACETAMINOPHEN,Abdominal pain,355
ACOLTREMON,Eye irritation,687
ACOLTREMON,Eye pain,255
ACOLTREMON,Drug ineffective,207
ACOLTREMON,Vision blurred,109
ACOLTREMON,Ocular hyperaemia,89
ACOLTREMON,Ocular discomfort,70
ACOLTREMON,Eye pruritus,48
ACOLTREMON,Lacrimation increased,42
ACOLTREMON,Headache,41
ACOLTREMON,Dry eye,39
ACTEMRA,Weight increased,586
ACTEMRA,Off label use,575
ACTEMRA,Weight decreased,519
ACTEMRA,Arthralgia,509
ACTEMRA,Pain,473
ACTEMRA,Nasopharyngitis,449
ACTEMRA,No adverse event,435
ACTEMRA,Drug ineffective,415
ACTEMRA,Rheumatoid arthritis,411
ACTEMRA,Oxygen saturation decreased,334
ACTEMRA ACTPEN,No adverse event,235
ACTEMRA ACTPEN,Off label use,143
ACTEMRA ACTPEN,Drug ineffective,116
ACTEMRA ACTPEN,Arthralgia,105
ACTEMRA ACTPEN,Pain,84
ACTEMRA ACTPEN,Joint swelling,79
ACTEMRA ACTPEN,Rheumatoid arthritis,61
ACTEMRA ACTPEN,Product dose omission issue,60
ACTEMRA ACTPEN,Death,51
ACTEMRA ACTPEN,Fatigue,43
ADALIMUMAB,Off label use,931
ADALIMUMAB,Drug ineffective,661
ADALIMUMAB,Intentional product use issue,529
ADALIMUMAB,Fatigue,474
ADALIMUMAB,Arthralgia,400
ADALIMUMAB,Crohn's disease,387
ADALIMUMAB,Condition aggravated,383
ADALIMUMAB,Systemic lupus erythematosus,376
ADALIMUMAB,Pain,372
ADALIMUMAB,Diarrhoea,367
ADBRY,Dermatitis atopic,373
ADBRY,Drug ineffective,264
ADBRY,Pruritus,175
ADBRY,Injection site pain,126
ADBRY,Rash,123
ADBRY,Injection site erythema,82
ADBRY,Injection site swelling,79
ADBRY,Eczema,77
ADBRY,Injection site pruritus,73
ADBRY,Erythema,62
ADEMPAS,Death,287
ADEMPAS,Dizziness,127
ADEMPAS,Hypotension,106
ADEMPAS,Dyspnoea,102
ADEMPAS,Headache,94
ADEMPAS,Fatigue,88
ADEMPAS,Nausea,76
ADEMPAS,Peripheral swelling,66
ADEMPAS,Diarrhoea,57
ADEMPAS,Fall,57
ADVATE,Haemarthrosis,2083
ADVATE,Haemorrhage,1806
ADVATE,Fall,1152
ADVATE,Limb injury,937
ADVATE,Joint injury,881
ADVATE,Muscle haemorrhage,847
ADVATE,Contusion,805
ADVATE,Arthralgia,795
ADVATE,Head injury,671
ADVATE,Joint swelling,534
AIMOVIG,Device difficult to use,780
AIMOVIG,Drug dose omission by device,660
AIMOVIG,Migraine,389
AIMOVIG,Accidental exposure to product,337
AIMOVIG,Headache,251
AIMOVIG,Wrong technique in product usage process,247
AIMOVIG,Injection site pain,171
AIMOVIG,Device use error,166
AIMOVIG,Off label use,119
AIMOVIG,Therapy interrupted,111
AJOVY,Injection site pain,171
AJOVY,Migraine,159
AJOVY,Product use issue,153
AJOVY,Accidental exposure to product,141
AJOVY,Inappropriate schedule of product administration,100
AJOVY,Drug dose omission by device,88
AJOVY,Device leakage,79
AJOVY,Device malfunction,79
AJOVY,Injection site erythema,76
AJOVY,Headache,75
ALBUTEROL,Device delivery system issue,2098
ALBUTEROL,Drug dose omission by device,1578
ALBUTEROL,Dyspnoea,438
ALBUTEROL,Incorrect dose administered by device,345
ALBUTEROL,Device malfunction,318
ALBUTEROL,Drug ineffective,313
ALBUTEROL,Device mechanical issue,305
ALBUTEROL,Off label use,273
ALBUTEROL,Asthma,272
ALBUTEROL,Product quality issue,226
ALBUTEROL SULFATE,Drug dose omission by device,4685
ALBUTEROL SULFATE,Wrong technique in product usage process,4554
ALBUTEROL SULFATE,Device delivery system issue,3104
ALBUTEROL SULFATE,No adverse event,3035
ALBUTEROL SULFATE,Dyspnoea,2504
ALBUTEROL SULFATE,Device deposit issue,1265
ALBUTEROL SULFATE,Wrong technique in device usage process,796
ALBUTEROL SULFATE,Off label use,669
ALBUTEROL SULFATE,Device malfunction,581
ALBUTEROL SULFATE,Product use in unapproved indication,508
ALPRAZOLAM,Toxicity to various agents,209
ALPRAZOLAM,Drug abuse,203
ALPRAZOLAM,Drug use disorder,144
ALPRAZOLAM,Drug dependence,135
ALPRAZOLAM,Somnolence,130
ALPRAZOLAM,Drug ineffective,123
ALPRAZOLAM,Suicide attempt,107
ALPRAZOLAM,Poisoning deliberate,100
ALPRAZOLAM,Intentional overdose,95
ALPRAZOLAM,Off label use,93
AMBRISENTAN,Death,214
AMBRISENTAN,Dyspnoea,194
AMBRISENTAN,Hospitalisation,157
AMBRISENTAN,Headache,148
AMBRISENTAN,Pneumonia,109
AMBRISENTAN,Peripheral swelling,104
AMBRISENTAN,Dizziness,94
AMBRISENTAN,Fatigue,91
AMBRISENTAN,Nausea,90
AMBRISENTAN,Diarrhoea,89
AMIODARONE,Drug ineffective,190
AMIODARONE,Hyperthyroidism,109
AMIODARONE,Cornea verticillata,106
AMIODARONE,Hypothyroidism,79
AMIODARONE,Interstitial lung disease,68
AMIODARONE,Drug interaction,61
AMIODARONE,Hypotension,47
AMIODARONE,Condition aggravated,46
AMIODARONE,Dyspnoea,46
AMIODARONE,Atrial fibrillation,39
AMLODIPINE,Intentional overdose,370
AMLODIPINE,Hypotension,369
AMLODIPINE,Toxicity to various agents,281
AMLODIPINE,Joint swelling,272
AMLODIPINE,Drug ineffective,238
AMLODIPINE,Acute kidney injury,220
AMLODIPINE,Overdose,193
AMLODIPINE,Suicide attempt,164
AMLODIPINE,Drug interaction,136
AMLODIPINE,Dyspnoea,136
AMOXICILLIN,Rash,106
AMOXICILLIN,Drug hypersensitivity,100
AMOXICILLIN,Drug ineffective,90
AMOXICILLIN,Off label use,88
AMOXICILLIN,Dyspnoea,81
AMOXICILLIN,Urticaria,78
AMOXICILLIN,Anaphylactic shock,74
AMOXICILLIN,Diarrhoea,73
AMOXICILLIN,Acute kidney injury,71
AMOXICILLIN,Anaphylactic reaction,71
APIXABAN,Drug ineffective,171
APIXABAN,Gastrointestinal haemorrhage,155
APIXABAN,Anaemia,120
APIXABAN,Cerebral haemorrhage,109
APIXABAN,Pulmonary embolism,105
APIXABAN,Off label use,103
APIXABAN,Fatigue,100
APIXABAN,Arthralgia,96
APIXABAN,Haemorrhage,93
APIXABAN,Fall,89
ARIKAYCE,Hospitalisation,641
ARIKAYCE,Therapy interrupted,614
ARIKAYCE,Cough,492
ARIKAYCE,Dyspnoea,392
ARIKAYCE,Off label use,362
ARIKAYCE,Product dose omission issue,349
ARIKAYCE,Dysphonia,313
ARIKAYCE,Productive cough,197
ARIKAYCE,Fatigue,193
ARIKAYCE,Drug ineffective,181
ARIPIPRAZOLE,Drug ineffective,269
ARIPIPRAZOLE,Inappropriate schedule of product administration,252
ARIPIPRAZOLE,Off label use,244
ARIPIPRAZOLE,Anxiety,176
ARIPIPRAZOLE,Product use in unapproved indication,141
ARIPIPRAZOLE,Depression,130
ARIPIPRAZOLE,Fatigue,127
ARIPIPRAZOLE,Somnolence,125
ARIPIPRAZOLE,Weight increased,124
ARIPIPRAZOLE,"Hallucination, auditory",120
ATORVASTATIN,Myalgia,418
ATORVASTATIN,Rhabdomyolysis,353
ATORVASTATIN,Arthralgia,245
ATORVASTATIN,Fatigue,239
ATORVASTATIN,Acute kidney injury,209
ATORVASTATIN,Immune-mediated myositis,207
ATORVASTATIN,Drug interaction,203
ATORVASTATIN,Headache,203
ATORVASTATIN,Medication error,187
ATORVASTATIN,Pain in extremity,186
AVASTIN,Off label use,448
AVASTIN,No adverse event,180
AVASTIN,Death,135
AVASTIN,Disease progression,129
AVASTIN,Hypertension,58
AVASTIN,Myelosuppression,51
AVASTIN,Asthenia,47
AVASTIN,Diarrhoea,41
AVASTIN,Pain,35
AVASTIN,White blood cell count decreased,33
AVONEX,Multiple sclerosis relapse,249
AVONEX,Multiple sclerosis,225
AVONEX,Influenza like illness,110
AVONEX,Product dose omission issue,87
AVONEX,Fall,85
AVONEX,Fatigue,82
AVONEX,Memory impairment,76
AVONEX,Drug ineffective,69
AVONEX,Gait disturbance,69
AVONEX,Headache,63
AYVAKIT,Fatigue,361
AYVAKIT,Off label use,330
AYVAKIT,Nausea,279
AYVAKIT,Diarrhoea,204
AYVAKIT,Dizziness,146
AYVAKIT,Headache,139
AYVAKIT,Brain fog,117
AYVAKIT,Product dose omission issue,111
AYVAKIT,Vomiting,111
AYVAKIT,Rash,107
AZACITIDINE,Drug ineffective,128
AZACITIDINE,Neutropenia,118
AZACITIDINE,Febrile neutropenia,111
AZACITIDINE,Off label use,78
AZACITIDINE,Acute myeloid leukaemia,73
AZACITIDINE,Death,73
AZACITIDINE,Pyrexia,57
AZACITIDINE,Pneumonia,54
AZACITIDINE,Thrombocytopenia,53
AZACITIDINE,Myelosuppression,48
AZITHROMYCIN,Drug ineffective,278
AZITHROMYCIN,Off label use,256
AZITHROMYCIN,Condition aggravated,134
AZITHROMYCIN,Diarrhoea,87
AZITHROMYCIN,Dyspnoea,77
AZITHROMYCIN,Drug interaction,65
AZITHROMYCIN,Nausea,64
AZITHROMYCIN,Drug resistance,54
AZITHROMYCIN,Drug ineffective for unapproved indication,51
AZITHROMYCIN,Product use in unapproved indication,51
BASAGLAR,Blood glucose increased,287
BASAGLAR,Accidental underdose,264
BASAGLAR,Haemorrhage,242
BASAGLAR,Incorrect dose administered,168
BASAGLAR,Visual impairment,132
BASAGLAR,Product dose omission issue,101
BASAGLAR,Blood glucose decreased,79
BASAGLAR,Injection site pain,69
BASAGLAR,Pain,66
BASAGLAR,Cerebrovascular accident,52
BENLYSTA,Systemic lupus erythematosus,1339
BENLYSTA,Product dose omission issue,1016
BENLYSTA,Product complaint,345
BENLYSTA,Off label use,322
BENLYSTA,Wrong technique in device usage process,322
BENLYSTA,Accidental exposure to product,230
BENLYSTA,Injection site pain,197
BENLYSTA,Pain,186
BENLYSTA,Exposure via skin contact,174
BENLYSTA,Fatigue,166
BENRALIZUMAB,Death,482
BENRALIZUMAB,Pneumonia,342
BENRALIZUMAB,Dyspnoea,330
BENRALIZUMAB,Asthma,307
BENRALIZUMAB,Lower respiratory tract infection,223
BENRALIZUMAB,Cough,187
BENRALIZUMAB,Inappropriate schedule of product administration,151
BENRALIZUMAB,Drug ineffective,145
BENRALIZUMAB,Product dose omission issue,143
BENRALIZUMAB,Fall,137
BEVACIZUMAB,Off label use,1380
BEVACIZUMAB,Death,375
BEVACIZUMAB,Intentional product use issue,341
BEVACIZUMAB,Hypertension,258
BEVACIZUMAB,Diarrhoea,246
BEVACIZUMAB,Hepatocellular carcinoma,229
BEVACIZUMAB,Anaemia,215
BEVACIZUMAB,Fatigue,210
BEVACIZUMAB,Thrombocytopenia,202
BEVACIZUMAB,Drug effective for unapproved indication,180
BIMEKIZUMAB,Psoriatic arthropathy,850
BIMEKIZUMAB,Psoriasis,476
BIMEKIZUMAB,Drug ineffective,374
BIMEKIZUMAB,Injection site pain,335
BIMEKIZUMAB,Inappropriate schedule of product administration,319
BIMEKIZUMAB,Product dose omission issue,284
BIMEKIZUMAB,Off label use,255
BIMEKIZUMAB,Hidradenitis,216
BIMEKIZUMAB,Fatigue,189
BIMEKIZUMAB,Therapeutic response shortened,179
BIMZELX,Product dose omission issue,2489
BIMZELX,Psoriasis,1696
BIMZELX,Drug ineffective,1203
BIMZELX,Hidradenitis,1169
BIMZELX,Off label use,903
BIMZELX,Product availability issue,838
BIMZELX,Injection site pain,733
BIMZELX,Condition aggravated,729
BIMZELX,Inappropriate schedule of product administration,579
BIMZELX,Incorrect dose administered,527
BORTEZOMIB,Plasma cell myeloma,266
BORTEZOMIB,Off label use,220
BORTEZOMIB,Drug ineffective,188
BORTEZOMIB,Neuropathy peripheral,120
BORTEZOMIB,Intentional product use issue,104
BORTEZOMIB,Plasma cell myeloma recurrent,92
BORTEZOMIB,Thrombocytopenia,78
BORTEZOMIB,Pneumonia,68
BORTEZOMIB,Death,61
BORTEZOMIB,Neutropenia,55
BOTOX,Off label use,517
BOTOX,Drug ineffective,349
BOTOX,Death,326
BOTOX,Product storage error,170
BOTOX,Migraine,120
BOTOX,Therapeutic response shortened,107
BOTOX,Botulism,103
BOTOX,Headache,98
BOTOX,Adverse drug reaction,77
BOTOX,Injection site pain,75
BOTOX COSMETIC,Drug ineffective,422
BOTOX COSMETIC,Off label use,191
BOTOX COSMETIC,Product storage error,110
BOTOX COSMETIC,Injection site pain,85
BOTOX COSMETIC,Therapeutic response shortened,62
BOTOX COSMETIC,Product preparation error,54
BOTOX COSMETIC,Multiple use of single-use product,41
BOTOX COSMETIC,Eyelid ptosis,38
BOTOX COSMETIC,Therapeutic product effect incomplete,38
BOTOX COSMETIC,Product quality issue,29
BREZTRI,Device delivery system issue,1375
BREZTRI,Product dose omission issue,1178
BREZTRI,Dyspnoea,934
BREZTRI,Wrong technique in device usage process,932
BREZTRI,Device use issue,735
BREZTRI,Wrong technique in product usage process,687
BREZTRI,Incorrect dose administered by device,632
BREZTRI,Device malfunction,525
BREZTRI,Incorrect dose administered,523
BREZTRI,Product use issue,355
BRUKINSA,Off label use,148
BRUKINSA,Contusion,84
BRUKINSA,Platelet count decreased,82
BRUKINSA,Disease progression,79
BRUKINSA,White blood cell count decreased,68
BRUKINSA,Myelosuppression,66
BRUKINSA,Rash,56
BRUKINSA,Fatigue,53
BRUKINSA,Pneumonia,47
BRUKINSA,Death,45
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Death,1666
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Device delivery system issue,114
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Chronic obstructive pulmonary disease,113
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Dyspnoea,83
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Cerebrovascular accident,49
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Product use issue,48
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Neoplasm malignant,45
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Product dose omission issue,43
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Blindness,39
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,Illness,36
BUPRENORPHINE,Death,252
BUPRENORPHINE,Drug abuse,163
BUPRENORPHINE,Off label use,93
BUPRENORPHINE,Drug use disorder,82
BUPRENORPHINE,Toxicity to various agents,70
BUPRENORPHINE,Drug ineffective,63
BUPRENORPHINE,Substance use disorder,50
BUPRENORPHINE,Drug dependence,48
BUPRENORPHINE,Nausea,48
BUPRENORPHINE,Drug withdrawal syndrome,46
CABENUVA,Product use in unapproved therapeutic environment,171
CABENUVA,Virologic failure,147
CABENUVA,Injection site pain,133
CABENUVA,Viral load increased,131
CABENUVA,Off label use,123
CABENUVA,Product dose omission issue,122
CABENUVA,Pathogen resistance,119
CABENUVA,Blood HIV RNA increased,70
CABENUVA,Exposure during pregnancy,61
CABENUVA,Viral mutation identified,54
CABOMETYX,Off label use,1468
CABOMETYX,Diarrhoea,821
CABOMETYX,Fatigue,694
CABOMETYX,Malignant neoplasm progression,408
CABOMETYX,Decreased appetite,401
CABOMETYX,Nausea,398
CABOMETYX,Blood pressure increased,353
CABOMETYX,Palmar-plantar erythrodysaesthesia syndrome,311
CABOMETYX,Inappropriate schedule of product administration,282
CABOMETYX,Stomatitis,264
CAMZYOS,Product use issue,149
CAMZYOS,Product dose omission issue,142
CAMZYOS,Fatigue,104
CAMZYOS,Dyspnoea,86
CAMZYOS,Off label use,81
CAMZYOS,Dizziness,74
CAMZYOS,Atrial fibrillation,67
CAMZYOS,Adverse drug reaction,54
CAMZYOS,Adverse event,52
CAMZYOS,Therapy interrupted,52
CAPECITABINE,Diarrhoea,237
CAPECITABINE,Palmar-plantar erythrodysaesthesia syndrome,132
CAPECITABINE,Nausea,124
CAPECITABINE,Death,120
CAPECITABINE,Disease progression,115
CAPECITABINE,Vomiting,109
CAPECITABINE,Drug ineffective,100
CAPECITABINE,Off label use,93
CAPECITABINE,Neutropenia,85
CAPECITABINE,Fatigue,82
CAPLYTA,Dizziness,118
CAPLYTA,Headache,86
CAPLYTA,Nausea,80
CAPLYTA,Somnolence,67
CAPLYTA,Mania,65
CAPLYTA,Off label use,65
CAPLYTA,Drug ineffective,59
CAPLYTA,Suicidal ideation,49
CAPLYTA,Anxiety,45
CAPLYTA,Sedation,42
CARBIDOPA\LEVODOPA,Death,657
CARBIDOPA\LEVODOPA,Fall,503
CARBIDOPA\LEVODOPA,Dyskinesia,408
CARBIDOPA\LEVODOPA,General physical health deterioration,288
CARBIDOPA\LEVODOPA,On and off phenomenon,288
CARBIDOPA\LEVODOPA,Device issue,231
CARBIDOPA\LEVODOPA,Hallucination,199
CARBIDOPA\LEVODOPA,Parkinson's disease,198
CARBIDOPA\LEVODOPA,Tremor,180
CARBIDOPA\LEVODOPA,Device dislocation,174
CARBOPLATIN,Off label use,645
CARBOPLATIN,Anaemia,300
CARBOPLATIN,Febrile neutropenia,288
CARBOPLATIN,Pancytopenia,278
CARBOPLATIN,Thrombocytopenia,272
CARBOPLATIN,Neutropenia,268
CARBOPLATIN,Nausea,264
CARBOPLATIN,Drug ineffective,253
CARBOPLATIN,Dyspnoea,253
CARBOPLATIN,Diarrhoea,250
CARVYKTI,Cytokine release syndrome,229
CARVYKTI,Hospitalisation,153
CARVYKTI,Parkinsonism,142
CARVYKTI,Pyrexia,114
CARVYKTI,Adverse event,106
CARVYKTI,Immune effector cell-associated neurotoxicity syndrome,104
CARVYKTI,Neurotoxicity,83
CARVYKTI,Malaise,80
CARVYKTI,Death,73
CARVYKTI,Cranial nerve paralysis,69
CERTOLIZUMAB PEGOL,Rheumatoid arthritis,1029
CERTOLIZUMAB PEGOL,Off label use,678
CERTOLIZUMAB PEGOL,Inappropriate schedule of product administration,595
CERTOLIZUMAB PEGOL,Ankylosing spondylitis,528
CERTOLIZUMAB PEGOL,Drug ineffective,476
CERTOLIZUMAB PEGOL,Maternal exposure during pregnancy,445
CERTOLIZUMAB PEGOL,Psoriatic arthropathy,408
CERTOLIZUMAB PEGOL,Therapy interrupted,335
CERTOLIZUMAB PEGOL,Product dose omission issue,303
CERTOLIZUMAB PEGOL,Intentional dose omission,285
CIMZIA,Rheumatoid arthritis,1307
CIMZIA,Product dose omission issue,1086
CIMZIA,Drug ineffective,994
CIMZIA,Off label use,774
CIMZIA,Therapy interrupted,664
CIMZIA,Psoriatic arthropathy,601
CIMZIA,Maternal exposure during pregnancy,564
CIMZIA,Pain,530
CIMZIA,Ankylosing spondylitis,424
CIMZIA,Psoriasis,397
CIPROFLOXACIN,Arthralgia,188
CIPROFLOXACIN,Drug ineffective,139
CIPROFLOXACIN,Fatigue,134
CIPROFLOXACIN,Pain,127
CIPROFLOXACIN,Paraesthesia,108
CIPROFLOXACIN,Myalgia,107
CIPROFLOXACIN,Anxiety,99
CIPROFLOXACIN,Medication error,95
CIPROFLOXACIN,Pain in extremity,88
CIPROFLOXACIN,Dyspnoea,87
CITALOPRAM,Accidental overdose,530
CITALOPRAM,Completed suicide,96
CITALOPRAM,Intentional overdose,87
CITALOPRAM,Death,82
CITALOPRAM,Toxicity to various agents,80
CITALOPRAM,Fatigue,78
CITALOPRAM,Dizziness,76
CITALOPRAM,Sexual dysfunction,62
CITALOPRAM,Headache,59
CITALOPRAM,Anxiety,58
CLOPIDOGREL,Drug ineffective,96
CLOPIDOGREL,Anaemia,78
CLOPIDOGREL,Haemorrhage,64
CLOPIDOGREL,Cerebral haemorrhage,63
CLOPIDOGREL,Death,63
CLOPIDOGREL,Procedural haemorrhage,63
CLOPIDOGREL,Melaena,62
CLOPIDOGREL,Abdominal pain,57
CLOPIDOGREL,Contusion,54
CLOPIDOGREL,Fatigue,53
CLOZAPINE,Neutropenia,906
CLOZAPINE,Death,485
CLOZAPINE,Off label use,340
CLOZAPINE,Hospitalisation,293
CLOZAPINE,Neutrophilia,186
CLOZAPINE,Myocarditis,183
CLOZAPINE,Leukopenia,162
CLOZAPINE,Treatment noncompliance,152
CLOZAPINE,Drug interaction,136
CLOZAPINE,Drug ineffective,127
CLOZARIL,Hospitalisation,955
CLOZARIL,Death,661
CLOZARIL,Off label use,641
CLOZARIL,Schizophrenia,522
CLOZARIL,Treatment noncompliance,510
CLOZARIL,Neutropenia,465
CLOZARIL,Mental impairment,440
CLOZARIL,Leukocytosis,423
CLOZARIL,Malaise,399
CLOZARIL,White blood cell count decreased,378
COBENFY,Nausea,352
COBENFY,Vomiting,271
COBENFY,Constipation,123
COBENFY,Off label use,105
COBENFY,Urinary retention,94
COBENFY,Dizziness,73
COBENFY,Dyspepsia,72
COBENFY,Hyperhidrosis,51
COBENFY,Vision blurred,50
COBENFY,Drug ineffective,39
CONTRAVE,Nausea,497
CONTRAVE,Headache,295
CONTRAVE,Dizziness,250
CONTRAVE,Patient dissatisfaction with treatment,190
CONTRAVE,Illness,174
CONTRAVE,Feeling abnormal,153
CONTRAVE,Vomiting,144
CONTRAVE,Constipation,124
CONTRAVE,Anxiety,106
CONTRAVE,Insomnia,97
CORTICOTROPIN,Injection site bruising,627
CORTICOTROPIN,Fatigue,583
CORTICOTROPIN,Injection site pain,567
CORTICOTROPIN,Insomnia,466
CORTICOTROPIN,Product dose omission issue,416
CORTICOTROPIN,Headache,362
CORTICOTROPIN,Pain,335
CORTICOTROPIN,Drug ineffective,317
CORTICOTROPIN,Blood glucose increased,312
CORTICOTROPIN,Weight increased,295
COSENTYX,Accidental exposure to product,1051
COSENTYX,Pain,734
COSENTYX,Device leakage,690
COSENTYX,Psoriasis,626
COSENTYX,Drug ineffective,618
COSENTYX,Arthralgia,612
COSENTYX,Drug dose omission by device,572
COSENTYX,Device malfunction,546
COSENTYX,Condition aggravated,524
COSENTYX,Lower respiratory tract infection,492
CREON,Diarrhoea,579
CREON,Pancreatic carcinoma,339
CREON,Death,269
CREON,Weight decreased,263
CREON,Chemotherapy,258
CREON,Abdominal pain upper,186
CREON,Pain,185
CREON,Fall,180
CREON,Pancreatic failure,168
CREON,Flatulence,163
CYCLOPHOSPHAMIDE,Drug ineffective,249
CYCLOPHOSPHAMIDE,Febrile neutropenia,222
CYCLOPHOSPHAMIDE,Nausea,175
CYCLOPHOSPHAMIDE,Pyrexia,164
CYCLOPHOSPHAMIDE,Vomiting,157
CYCLOPHOSPHAMIDE,Off label use,133
CYCLOPHOSPHAMIDE,Neutropenia,120
CYCLOPHOSPHAMIDE,Cytokine release syndrome,118
CYCLOPHOSPHAMIDE,Myelosuppression,100
CYCLOPHOSPHAMIDE,Thrombocytopenia,99
CYCLOSPORINE,Off label use,539
CYCLOSPORINE,Drug ineffective,466
CYCLOSPORINE,Product use in unapproved indication,211
CYCLOSPORINE,Pyrexia,136
CYCLOSPORINE,Drug ineffective for unapproved indication,131
CYCLOSPORINE,Drug interaction,109
CYCLOSPORINE,Acute kidney injury,96
CYCLOSPORINE,Condition aggravated,94
CYCLOSPORINE,Renal impairment,92
CYCLOSPORINE,Treatment failure,84
DAPAGLIFLOZIN,Death,4225
DAPAGLIFLOZIN,Cerebrovascular accident,413
DAPAGLIFLOZIN,Renal impairment,328
DAPAGLIFLOZIN,Cardiac failure,267
DAPAGLIFLOZIN,Myocardial infarction,262
DAPAGLIFLOZIN,Urinary tract infection,223
DAPAGLIFLOZIN,Diabetes mellitus,204
DAPAGLIFLOZIN,Product use issue,203
DAPAGLIFLOZIN,Fall,188
DAPAGLIFLOZIN,Illness,174
DAYBUE,Diarrhoea,1699
DAYBUE,Underdose,858
DAYBUE,Vomiting,463
DAYBUE,Product dose omission issue,384
DAYBUE,Seizure,359
DAYBUE,Intentional dose omission,279
DAYBUE,Product use complaint,256
DAYBUE,Constipation,254
DAYBUE,Weight decreased,226
DAYBUE,Decreased appetite,183
DEPO-PROVERA,Meningioma,1621
DEPO-PROVERA,Meningioma benign,276
DEPO-PROVERA,Device leakage,57
DEPO-PROVERA,Incorrect dose administered by device,47
DEPO-PROVERA,Off label use,40
DEPO-PROVERA,Needle issue,34
DEPO-PROVERA,Device mechanical issue,33
DEPO-PROVERA,Product administration error,29
DEPO-PROVERA,Headache,25
DEPO-PROVERA,Device occlusion,24
DEXAMETHASONE,Drug ineffective,491
DEXAMETHASONE,Neutropenia,427
DEXAMETHASONE,Off label use,392
DEXAMETHASONE,Thrombocytopenia,245
DEXAMETHASONE,Plasma cell myeloma,240
DEXAMETHASONE,Pneumonia,149
DEXAMETHASONE,Diarrhoea,136
DEXAMETHASONE,Disease progression,129
DEXAMETHASONE,Anaemia,126
DEXAMETHASONE,Condition aggravated,126
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Drug ineffective,314
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Drug screen positive,238
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Product substitution issue,213
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Impaired driving ability,129
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Drug abuse,124
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Drug diversion,123
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Headache,90
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Fatigue,79
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Road traffic accident,79
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Toxicity to various agents,72
DIAZEPAM,Drug use disorder,222
DIAZEPAM,Toxicity to various agents,179
DIAZEPAM,Substance use disorder,178
DIAZEPAM,Drug abuse,165
DIAZEPAM,Coma,128
DIAZEPAM,Somnolence,104
DIAZEPAM,Drug dependence,85
DIAZEPAM,Off label use,74
DIAZEPAM,Drug ineffective,72
DIAZEPAM,Intentional product misuse,67
DICLOFENAC,Off label use,333
DICLOFENAC,Fatigue,212
DICLOFENAC,Pain,198
DICLOFENAC,Joint swelling,187
DICLOFENAC,Arthralgia,174
DICLOFENAC,Drug ineffective,172
DICLOFENAC,Musculoskeletal stiffness,168
